Date,Close/Last,Volume,Open,High,Low
03/22/2021,$134.09,9036884,$132.96,$135.55,$132.595
03/19/2021,$131.02,17599880,$129.79,$132.48,$129.17
03/18/2021,$129.75,9587535,$132.44,$133.6,$129.66
03/17/2021,$133.92,10781520,$131.31,$135.6,$129.68
03/16/2021,$133.65,10434700,$132.89,$135.44,$132.293
03/15/2021,$131.64,7810042,$130.06,$131.76,$129.12
03/12/2021,$129.98,9365665,$129.9,$130.33,$127.62
03/11/2021,$131.74,11920180,$131.01,$133.24,$130.01
03/10/2021,$127.87,12492300,$130.67,$131.1,$127.64
03/09/2021,$129.11,13130250,$127.385,$129.92,$126.33
03/08/2021,$123.2,15256060,$129,$129.7713,$122.99
03/05/2021,$129.75,13292040,$130.92,$131.166,$125.4
03/04/2021,$127.8,15831070,$132.35,$134.2,$126.58
03/03/2021,$131.66,14862730,$135.6,$136.1801,$131.54
03/02/2021,$137.04,8693234,$140,$140.1,$136.77
03/01/2021,$139.49,9428359,$137.5,$139.63,$136.46
02/26/2021,$136.19,11772560,$136.76,$138.15,$134.7
02/25/2021,$135.53,12701090,$139.56,$140.83,$135.02
02/24/2021,$141.1,13146250,$136.4,$141.18,$135.0924
02/23/2021,$137.12,14425300,$136.38,$138.48,$134.44
02/22/2021,$139.46,12763910,$142.25,$144.12,$139.08
02/19/2021,$144.94,10012500,$144.78,$145.85,$143.49
02/18/2021,$143.91,8411408,$143.54,$144.7,$142.96
02/17/2021,$144.75,11950270,$145.825,$146.89,$143.4204
02/16/2021,$147.16,10211880,$149,$149.74,$146.06
02/12/2021,$147.98,9155244,$145.57,$151.4,$144.865
02/11/2021,$145.56,11600210,$145.78,$146.57,$143.53
02/10/2021,$145.5,11701310,$147.62,$147.75,$144.37
02/09/2021,$146.11,11681310,$147.55,$148.5,$145.9
02/08/2021,$147.38,12181640,$147.1,$147.6,$145.3
02/05/2021,$145.84,24695400,$148.85,$148.9,$144.62
